QueryNumber;DocVotes;DocNumber
00042;0;731
00042;0;763
00042;0;764
00042;0;770
00042;0;822
00042;0;837
00042;0;888
00042;1;931
00042;0;944
00042;0;1000
00042;0;1033
00042;0;1040
00042;1;1085
00042;0;1093
00042;0;1187
00042;0;1192
00042;0;1232
00042;1;1234
00043;0;3
00043;0;4
00043;0;28
00043;1;54
00043;0;65
00043;2;66
00043;0;91
00043;0;94
00043;0;119
00043;2;124
00043;2;125
00043;0;135
00043;0;137
00043;2;140
00043;0;147
00043;2;172
00043;2;173
00043;0;199
00043;0;221
00043;1;261
00043;0;294
00043;0;301
00043;1;302
00043;2;303
00043;0;307
00043;0;308
00043;0;311
00043;0;324
00043;0;334
00043;0;361
00043;1;370
00043;0;386
00043;1;392
00043;0;404
00043;2;418
00043;0;430
00043;2;440
00043;2;441
00043;1;461
00043;0;471
00043;1;484
00043;0;490
00043;0;493
00043;2;504
00043;0;505
00043;1;522
00043;1;526
00043;0;527
00043;0;560
00043;0;562
00043;0;563
00043;2;568
00043;0;570
00043;0;571
00043;0;575
00043;0;636
00043;0;655
00043;0;693
00043;0;694
00043;0;707
00043;1;714
00043;0;733
00043;0;737
00043;0;741
00043;0;758
00043;0;793
00043;0;795
00043;0;817
00043;0;818
00043;0;864
00043;0;889
00043;1;891
00043;0;913
00043;0;916
00043;1;918
00043;1;921
00043;0;944
00043;0;958
00043;2;960
00043;1;966
00043;1;967
00043;0;975
00043;0;982
00043;0;997
00043;0;1000
00043;0;1080
00043;0;1093
00043;0;1094
00043;0;1121
00043;0;1156
00043;1;1167
00043;1;1172
00043;0;1184
00043;0;1185
00043;0;1199
00043;2;1200
00043;0;1209
00043;0;1216
00044;2;44
00044;0;45
00044;2;53
00044;1;67
00044;2;72
00044;2;74
00044;1;83
00044;1;84
00044;1;106
00044;0;108
00044;0;118
00044;0;121
00044;1;122
00044;2;124
00044;0;125
00044;0;135
00044;0;138
00044;0;142
00044;2;143
00044;2;154
00044;0;166
00044;2;171
00044;0;172
00044;2;190
00044;2;235
00044;2;236
00044;2;242
00044;2;243
00044;2;244
00044;1;257
00044;1;264
00044;2;269
00044;0;276
00044;0;297
00044;0;310
00044;2;312
00044;1;325
00044;1;336
00044;1;360
00044;0;370
00044;0;371
00044;0;381
00044;2;386
00044;2;390
00044;0;392
00044;1;399
00044;0;409
00044;2;411
00044;2;415
00044;1;430
00044;0;435
00044;2;436
00044;2;453
00044;0;465
00044;1;493
00044;2;495
00044;0;503
00044;2;504
00044;1;523
00044;2;528
00044;0;538
00044;2;548
00044;2;561
00044;0;563
00044;2;566
00044;2;567
00044;2;568
00044;2;569
00044;1;570
00044;1;572
00044;2;574
00044;2;575
00044;0;576
00044;0;590
00044;0;608
00044;2;621
00044;2;622
00044;2;623
00044;2;624
00044;2;625
00044;2;634
00044;2;636
00044;1;645
00044;2;647
00044;2;655
00044;1;666
00044;2;691
00044;2;702
00044;2;737
00044;2;743
00044;0;747
00044;2;750
00044;2;765
00044;2;766
00044;0;767
00044;2;786
00044;2;840
00044;1;841
00044;2;847
00044;2;850
00044;0;856
00044;2;858
00044;0;862
00044;2;873
00044;0;875
00044;2;951
00044;2;953
00044;0;961
00044;2;967
00044;2;971
00044;2;973
00044;2;1024
00044;2;1029
00044;2;1030
00044;2;1053
00044;0;1054
00044;2;1055
00044;1;1057
00044;2;1059
00044;0;1070
00044;2;1072
00044;0;1130
00044;0;1136
00044;0;1139
00044;0;1142
00044;0;1144
00044;2;1146
00044;2;1148
00044;2;1156
00044;0;1157
00044;2;1160
00044;2;1185
00044;0;1196
00044;2;1201
00044;2;1202
00044;0;1210
00044;0;1212
00044;2;1222
00044;2;1230
00044;1;1231
00045;0;278
00045;0;283
00045;0;286
00045;1;287
00045;0;288
00045;2;289
00045;1;290
00045;2;292
00045;2;293
00045;2;338
00045;2;538
00045;0;540
00045;0;715
00045;1;758
00045;2;803
00045;2;919
00045;2;924
00045;0;1050
00045;2;1159
00045;0;1168
00046;2;51
00046;2;53
00046;0;370
00046;1;410
00046;0;430
00046;0;500
00046;2;503
00046;1;516
00046;0;553
00046;0;568
00046;0;623
00046;2;702
00046;2;737
00046;1;854
00046;1;856
00046;0;857
00046;0;1196
00046;1;1212
00047;0;15
00047;0;57
00047;2;92
00047;0;118
00047;0;121
00047;0;125
00047;2;163
00047;0;165
00047;0;172
00047;0;183
00047;0;208
00047;2;209
00047;0;245
00047;0;259
00047;0;278
00047;0;279
00047;0;283
00047;0;286
00047;0;287
00047;2;295
00047;0;296
00047;1;301
00047;0;302
00047;2;317
00047;0;337
00047;0;361
00047;0;370
00047;2;406
00047;0;416
00047;0;436
00047;2;505
00047;2;508
00047;0;525
00047;2;585
00047;2;613
00047;2;684
00047;2;694
00047;2;695
00047;1;707
00047;0;781
00047;0;862
00047;0;868
00047;2;906
00047;0;928
00047;0;931
00047;0;971
00047;1;998
00047;1;1000
00047;0;1013
00047;2;1058
00047;0;1075
00047;0;1106
00047;0;1107
00047;0;1108
00047;0;1129
00047;0;1132
00047;2;1165
00047;0;1192
00047;0;1194
00047;0;1206
00048;1;44
00048;0;72
00048;0;74
00048;2;124
00048;0;143
00048;2;154
00048;0;190
00048;1;257
00048;0;312
00048;2;336
00048;0;386
00048;0;422
00048;2;436
00048;2;453
00048;1;493
00048;2;495
00048;2;523
00048;2;548
00048;0;566
00048;2;568
00048;2;576
00048;0;691
00048;0;765
00048;0;766
00048;0;786
00048;2;850
00048;1;967
00048;2;1142
00048;0;1201
00048;2;1231
00049;0;72
00049;0;84
00049;2;138
00049;2;143
00049;2;230
00049;2;313
00049;0;370
00049;1;392
00049;2;393
00049;0;430
00049;2;436
00049;0;440
00049;0;465
00049;2;493
00049;0;503
00049;2;504
00049;0;505
00049;2;523
00049;0;530
00049;0;553
00049;2;562
00049;2;563
00049;0;566
00049;2;568
00049;1;570
00049;0;586
00049;0;608
00049;2;624
00049;2;625
00049;2;691
00049;0;726
00049;2;743
00049;1;749
00049;2;953
00049;2;972
00049;2;1198
00050;0;44
00050;2;259
00050;0;309
00050;0;347
00050;2;435
00050;1;440
00050;2;495
00050;0;505
00050;0;543
00050;2;548
00050;1;568
00050;0;570
00050;0;575
00050;0;601
00050;0;634
00050;0;829
00050;2;848
00050;2;953
00050;2;961
00050;2;973
00050;0;1058
00050;1;1156
00050;2;1157
00050;1;1159
00050;0;1160
00051;0;1
00051;0;11
00051;0;14
00051;1;18
00051;1;19
00051;2;26
00051;1;44
00051;0;51
00051;0;55
00051;0;62
00051;0;63
00051;0;66
00051;1;67
00051;1;72
00051;0;83
00051;1;84
00051;2;85
00051;1;102
00051;1;107
00051;0;108
00051;2;112
00051;2;114
00051;2;122
00051;0;124
00051;0;135
00051;2;137
00051;2;141
00051;2;142
00051;0;177
00051;0;190
00051;2;191
00051;1;196
00051;0;200
00051;2;201
00051;2;214
00051;0;216
00051;0;217
00051;0;218
00051;0;219
00051;0;221
00051;0;222
00051;2;225
00051;0;230
00051;2;235
00051;2;236
00051;0;245
00051;2;249
00051;0;252
00051;1;254
00051;0;263
00051;1;264
00051;2;270
00051;0;276
00051;2;277
00051;0;279
00051;1;281
00051;0;289
00051;1;297
00051;2;302
00051;2;303
00051;2;304
00051;2;305
00051;2;306
00051;0;307
00051;1;308
00051;0;311
00051;0;322
00051;1;325
00051;1;333
00051;1;337
00051;0;343
00051;0;345
00051;0;355
00051;0;360
00051;2;365
00051;1;366
00051;1;370
00051;0;382
00051;1;383
00051;2;386
00051;1;391
00051;2;392
00051;2;400
00051;0;402
00051;2;407
00051;1;415
00051;0;417
00051;1;418
00051;1;419
00051;1;430
00051;0;435
00051;0;437
00051;0;440
00051;2;442
00051;2;444
00051;2;445
00051;2;465
00051;2;481
00051;2;484
00051;0;488
00051;2;490
00051;1;493
00051;2;494
00051;0;495
00051;2;498
00051;2;501
00051;0;502
00051;1;503
00051;2;504
00051;0;505
00051;0;510
00051;1;511
00051;1;517
00051;1;521
00051;0;526
00051;2;528
00051;2;529
00051;2;530
00051;2;531
00051;2;532
00051;2;534
00051;2;535
00051;0;548
00051;2;553
00051;2;560
00051;0;562
00051;2;563
00051;2;564
00051;2;565
00051;2;566
00051;2;568
00051;2;569
00051;2;570
00051;0;571
00051;2;572
00051;2;573
00051;2;574
00051;2;575
00051;0;576
00051;0;589
00051;1;590
00051;2;605
00051;2;608
00051;0;625
00051;0;627
00051;0;636
00051;1;639
00051;0;643
00051;2;646
00051;1;675
00051;2;681
00051;2;685
00051;0;707
00051;2;726
00051;0;733
00051;0;737
00051;2;738
00051;2;739
00051;2;740
00051;2;741
00051;2;744
00051;0;745
00051;2;746
00051;0;747
00051;2;748
00051;2;749
00051;1;779
00051;2;789
00051;0;790
00051;0;793
00051;2;827
00051;0;828
00051;2;829
00051;0;847
00051;0;852
00051;1;856
00051;0;857
00051;0;858
00051;0;861
00051;1;864
00051;0;865
00051;0;866
00051;0;868
00051;2;869
00051;0;875
00051;0;881
00051;0;889
00051;1;891
00051;2;892
00051;0;905
00051;2;918
00051;2;921
00051;1;925
00051;0;926
00051;0;933
00051;0;936
00051;2;949
00051;2;950
00051;2;954
00051;1;956
00051;2;957
00051;2;958
00051;2;966
00051;0;990
00051;0;991
00051;0;1001
00051;1;1024
00051;2;1026
00051;0;1027
00051;2;1044
00051;0;1057
00051;0;1065
00051;1;1070
00051;0;1074
00051;2;1076
00051;0;1079
00051;0;1091
00051;1;1120
00051;0;1127
00051;0;1135
00051;0;1137
00051;0;1139
00051;0;1141
00051;2;1156
00051;2;1167
00051;1;1196
00051;0;1198
00051;0;1199
00051;2;1200
00051;0;1202
00051;2;1203
00051;2;1204
00051;2;1207
00051;2;1208
00051;2;1209
00051;1;1210
00051;2;1211
00051;2;1212
00051;0;1234
00051;2;1236
00051;2;1238
00052;2;406
00052;0;505
00053;0;1
00053;0;11
00053;0;55
00053;0;81
00053;0;160
00053;0;188
00053;0;223
00053;0;228
00053;1;347
00053;0;370
00053;2;401
00053;2;432
00053;2;447
00053;0;505
00053;0;509
00053;1;577
00053;1;590
00053;1;767
00053;0;917
00053;2;987
00053;1;1170
00053;1;1228
00053;1;1229
00054;2;11
00054;0;23
00054;1;55
00054;1;187
00054;0;206
00054;2;211
00054;2;223
00054;2;228
00054;2;229
00054;1;333
00054;0;341
00054;0;347
00054;2;358
00054;2;369
00054;2;382
00054;2;394
00054;1;401
00054;2;402
00054;2;432
00054;2;485
00054;2;488
00054;1;505
00054;0;513
00054;0;547
00054;0;550
00054;1;552
00054;1;577
00054;1;590
00054;0;607
00054;0;613
00054;1;626
00054;2;631
00054;2;632
00054;1;716
00054;1;767
00054;0;771
00054;0;790
00054;0;793
00054;0;806
00054;2;812
00054;2;819
00054;0;860
00054;2;904
00054;0;905
00054;2;917
00054;1;941
00054;2;964
00054;1;990
00054;0;1003
00054;2;1005
00054;2;1007
00054;1;1013
00054;2;1048
00054;2;1060
00054;0;1099
00054;2;1134
00054;2;1163
00054;1;1164
00054;2;1169
00054;0;1171
00054;0;1192
00054;0;1237
00055;0;70
00055;1;232
00055;0;305
00055;0;347
00055;0;358
00055;1;391
00055;0;430
00055;2;432
00055;1;463
00055;1;505
00055;2;521
00055;2;530
00055;1;640
00055;0;675
00055;0;749
00055;1;779
00055;2;820
00055;1;828
00055;0;847
00055;1;890
00055;0;1056
00055;1;1070
00055;0;1156
00055;1;1205
00056;0;55
00056;1;89
00056;0;123
00056;0;135
00056;1;181
00056;1;185
00056;1;212
00056;1;288
00056;1;290
00056;1;292
00056;0;414
00056;0;424
00056;0;432
00056;0;443
00056;0;450
00056;0;758
00056;2;767
00056;0;783
00056;0;794
00056;0;919
00056;0;924
00056;0;925
00056;0;928
00056;0;970
00056;0;972
00056;0;1066
00056;0;1091
00056;0;1093
00056;0;1102
00056;0;1115
00056;0;1234
00056;0;1239
00057;2;1
00057;0;6
00057;0;8
00057;0;11
00057;0;62
00057;0;79
00057;0;80
00057;0;81
00057;1;160
00057;0;177
00057;1;178
00057;1;188
00057;0;200
00057;2;223
00057;0;228
00057;0;282
00057;2;346
00057;0;369
00057;1;370
00057;2;394
00057;0;397
00057;0;415
00057;2;432
00057;0;447
00057;0;513
00057;0;577
00057;2;588
00057;2;590
00057;0;668
00057;1;778
00057;0;784
00057;2;790
00057;1;812
00057;0;833
00057;1;860
00057;1;865
00057;1;890
00057;1;905
00057;2;983
00057;1;986
00057;1;987
00057;2;988
00057;1;989
00057;0;1086
00057;0;1090
00057;1;1091
00057;1;1095
00057;0;1170
00057;0;1171
00057;1;1173
00057;1;1203
00058;2;1
00058;2;6
00058;2;7
00058;0;43
00058;1;48
00058;2;55
00058;0;60
00058;2;62
00058;1;63
00058;2;80
00058;0;81
00058;2;82
00058;0;102
00058;0;111
00058;2;160
00058;0;164
00058;2;178
00058;1;179
00058;2;187
00058;2;188
00058;0;200
00058;2;223
00058;2;228
00058;2;229
00058;2;271
00058;1;282
00058;1;335
00058;2;346
00058;2;347
00058;0;366
00058;2;369
00058;1;370
00058;0;384
00058;0;392
00058;2;394
00058;0;397
00058;0;402
00058;1;415
00058;0;427
00058;0;429
00058;2;432
00058;2;447
00058;0;457
00058;0;463
00058;0;485
00058;1;505
00058;0;511
00058;1;513
00058;0;517
00058;0;550
00058;2;577
00058;2;588
00058;1;589
00058;2;590
00058;2;591
00058;0;609
00058;2;614
00058;2;631
00058;1;668
00058;0;748
00058;0;749
00058;1;769
00058;2;778
00058;0;784
00058;2;790
00058;0;805
00058;2;812
00058;0;820
00058;2;860
00058;2;865
00058;1;874
00058;2;890
00058;1;903
00058;2;905
00058;0;912
00058;2;917
00058;0;964
00058;2;983
00058;2;986
00058;2;987
00058;2;988
00058;2;989
00058;0;990
00058;0;1005
00058;1;1025
00058;2;1077
00058;0;1086
00058;0;1090
00058;1;1091
00058;0;1134
00058;2;1170
00058;2;1171
00058;2;1173
00058;0;1228
00058;0;1234
00059;0;1
00059;0;6
00059;0;11
00059;1;18
00059;0;45
00059;1;48
00059;2;55
00059;0;62
00059;0;63
00059;0;67
00059;0;79
00059;0;80
00059;0;81
00059;1;84
00059;1;102
00059;1;107
00059;0;110
00059;0;111
00059;1;122
00059;1;160
00059;0;164
00059;1;166
00059;0;177
00059;0;179
00059;0;187
00059;0;188
00059;1;191
00059;0;200
00059;1;214
00059;2;223
00059;1;228
00059;2;229
00059;0;245
00059;1;275
00059;1;279
00059;0;281
00059;2;284
00059;0;306
00059;0;333
00059;1;335
00059;1;346
00059;0;347
00059;1;365
00059;1;366
00059;0;369
00059;1;370
00059;0;382
00059;1;386
00059;1;392
00059;2;394
00059;2;397
00059;2;401
00059;2;402
00059;0;415
00059;0;425
00059;0;427
00059;0;430
00059;2;432
00059;0;442
00059;0;444
00059;0;447
00059;0;452
00059;0;465
00059;1;485
00059;0;504
00059;2;505
00059;2;509
00059;1;513
00059;0;521
00059;0;524
00059;0;530
00059;1;565
00059;1;572
00059;1;574
00059;2;577
00059;1;588
00059;1;590
00059;0;591
00059;0;607
00059;2;608
00059;0;609
00059;0;614
00059;1;631
00059;2;668
00059;2;670
00059;0;678
00059;0;679
00059;0;685
00059;1;689
00059;0;738
00059;0;748
00059;2;767
00059;0;769
00059;1;778
00059;2;784
00059;2;790
00059;2;812
00059;0;820
00059;1;827
00059;0;828
00059;2;833
00059;0;860
00059;2;865
00059;0;869
00059;0;874
00059;0;882
00059;1;903
00059;2;905
00059;0;912
00059;1;917
00059;2;936
00059;0;937
00059;0;964
00059;0;977
00059;0;983
00059;0;986
00059;0;987
00059;0;988
00059;2;989
00059;0;990
00059;0;1005
00059;0;1007
00059;2;1025
00059;1;1044
00059;0;1056
00059;0;1060
00059;0;1071
00059;2;1074
00059;0;1075
00059;2;1077
00059;1;1091
00059;2;1095
00059;0;1097
00059;2;1102
00059;0;1134
00059;0;1143
00059;1;1163
00059;0;1170
00059;1;1171
00059;0;1172
00059;1;1173
00059;0;1203
00059;1;1205
00059;0;1228
00059;0;1232
00060;1;17
00060;0;87
00060;2;100
00060;2;155
00060;2;241
00060;1;267
00060;1;322
00060;0;340
00060;2;348
00060;0;354
00060;0;370
00060;2;446
00060;1;519
00060;0;550
00060;2;587
00060;2;597
00060;1;653
00060;2;698
00060;0;722
00060;0;724
00060;0;751
00060;0;764
00060;0;990
00060;0;1000
00060;2;1004
00060;0;1040
00060;1;1041
00060;1;1043
00060;0;1046
00060;1;1047
00060;0;1104
00060;0;1110
00060;1;1192
00060;0;1194
00061;1;10
00061;0;56
00061;0;62
00061;0;63
00061;0;114
00061;0;132
00061;0;187
00061;2;195
00061;2;196
00061;0;197
00061;0;200
00061;0;226
00061;0;298
00061;0;347
00061;0;358
00061;1;370
00061;2;383
00061;0;427
00061;0;432
00061;0;434
00061;2;437
00061;0;439
00061;1;465
00061;1;481
00061;1;490
00061;0;498
00061;0;500
00061;2;501
00061;2;502
00061;2;505
00061;1;511
00061;0;517
00061;2;531
00061;0;532
00061;0;535
00061;0;565
00061;1;570
00061;1;590
00061;2;605
00061;0;668
00061;2;685
00061;0;726
00061;0;735
00061;0;738
00061;0;739
00061;0;741
00061;2;754
00061;0;763
00061;0;767
00061;0;827
00061;0;847
00061;0;864
00061;0;865
00061;0;875
00061;0;882
00061;0;912
00061;0;944
00061;2;969
00061;0;980
00061;0;990
00061;0;1040
00061;2;1079
00061;0;1092
00061;0;1093
00061;0;1098
00061;0;1188
00061;0;1207
00061;0;1208
00061;0;1234
00061;0;1236
00062;0;10
00062;2;17
00062;0;24
00062;0;43
00062;1;56
00062;0;60
00062;0;62
00062;1;63
00062;2;64
00062;0;69
00062;0;72
00062;0;88
00062;0;94
00062;0;110
00062;1;144
00062;2;148
00062;1;155
00062;0;160
00062;0;182
00062;2;192
00062;2;193
00062;2;194
00062;1;197
00062;1;200
00062;0;211
00062;0;224
00062;1;226
00062;0;237
00062;1;238
00062;0;244
00062;0;267
00062;1;297
00062;0;321
00062;0;322
00062;0;330
00062;1;331
00062;1;333
00062;0;340
00062;0;348
00062;0;349
00062;1;354
00062;0;358
00062;0;359
00062;2;370
00062;0;372
00062;1;382
00062;0;383
00062;0;427
00062;0;429
00062;0;434
00062;2;437
00062;2;438
00062;0;446
00062;0;458
00062;0;459
00062;0;460
00062;0;465
00062;0;472
00062;1;473
00062;0;479
00062;0;486
00062;0;505
00062;0;537
00062;0;539
00062;2;550
00062;0;551
00062;1;558
00062;0;559
00062;0;580
00062;0;586
00062;0;590
00062;2;607
00062;0;643
00062;1;663
00062;0;677
00062;1;698
00062;1;703
00062;0;704
00062;2;722
00062;0;724
00062;0;729
00062;0;731
00062;0;734
00062;0;735
00062;1;736
00062;1;761
00062;1;763
00062;1;764
00062;0;767
00062;1;768
00062;0;783
00062;0;787
00062;1;803
00062;0;804
00062;2;806
00062;0;819
00062;0;821
00062;0;822
00062;1;837
00062;2;842
00062;0;843
00062;0;844
00062;0;845
00062;0;870
00062;0;879
00062;0;880
00062;0;882
00062;0;885
00062;0;886
00062;0;888
00062;0;889
00062;1;904
00062;1;907
00062;0;912
00062;0;913
00062;0;914
00062;0;920
00062;0;937
00062;1;941
00062;0;944
00062;0;945
00062;0;964
00062;0;969
00062;0;990
00062;0;1000
00062;0;1022
00062;0;1023
00062;0;1032
00062;0;1033
00062;0;1038
00062;0;1039
00062;0;1040
00062;0;1042
00062;0;1071
00062;2;1073
00062;0;1080
00062;0;1093
00062;0;1104
00062;1;1151
00062;0;1192
00062;0;1195
00062;1;1214
00062;0;1232
00062;1;1234
00063;0;1
00063;0;23
00063;0;62
00063;0;63
00063;0;166
00063;1;322
00063;2;347
00063;0;370
00063;0;374
00063;2;429
00063;1;434
00063;0;437
00063;0;438
00063;2;463
00063;0;490
00063;2;499
00063;0;500
00063;0;501
00063;0;502
00063;0;505
00063;1;592
00063;0;669
00063;0;698
00063;0;704
00063;0;724
00063;0;763
00063;0;803
00063;1;805
00063;0;821
00063;0;922
00063;2;976
00063;0;980
00063;0;1040
00063;0;1091
00063;2;1155
00063;1;1171
00063;1;1192
00063;2;1228
00063;2;1229
00064;0;17
00064;0;20
00064;2;22
00064;0;24
00064;1;64
00064;1;144
00064;1;148
00064;0;155
00064;0;160
00064;1;197
00064;0;227
00064;0;267
00064;0;322
00064;0;331
00064;0;349
00064;0;358
00064;1;370
00064;2;372
00064;0;382
00064;0;434
00064;2;437
00064;0;472
00064;0;550
00064;0;590
00064;0;605
00064;0;606
00064;0;674
00064;0;698
00064;0;703
00064;0;722
00064;0;724
00064;0;768
00064;2;814
00064;2;842
00064;0;844
00064;0;882
00064;0;889
00064;0;907
00064;0;944
00064;1;963
00064;0;1000
00064;0;1033
00064;2;1038
00064;0;1067
00064;0;1071
00064;0;1076
00064;0;1091
00064;0;1093
00064;0;1188
00064;2;1195
00065;0;17
00065;2;20
00065;1;22
00065;2;24
00065;2;64
00065;0;87
00065;0;93
00065;0;132
00065;0;135
00065;2;144
00065;0;148
00065;2;155
00065;2;192
00065;2;194
00065;0;197
00065;1;206
00065;2;211
00065;0;224
00065;0;227
00065;0;238
00065;0;267
00065;0;297
00065;0;322
00065;0;323
00065;1;331
00065;0;341
00065;2;349
00065;0;358
00065;2;368
00065;2;370
00065;2;372
00065;0;383
00065;0;386
00065;2;387
00065;2;388
00065;2;437
00065;0;519
00065;0;539
00065;0;543
00065;0;546
00065;0;550
00065;2;578
00065;0;587
00065;0;597
00065;0;599
00065;1;606
00065;0;611
00065;0;629
00065;1;653
00065;2;674
00065;1;699
00065;1;722
00065;1;736
00065;0;763
00065;0;788
00065;0;803
00065;0;814
00065;0;819
00065;1;821
00065;0;833
00065;2;842
00065;0;882
00065;2;885
00065;2;886
00065;0;889
00065;2;904
00065;0;913
00065;0;963
00065;1;964
00065;0;990
00065;0;1000
00065;0;1006
00065;2;1007
00065;2;1038
00065;0;1042
00065;1;1045
00065;2;1046
00065;1;1048
00065;1;1067
00065;2;1073
00065;0;1092
00065;0;1093
00065;1;1099
00065;0;1149
00065;0;1150
00065;2;1151
00065;0;1153
00065;0;1164
00065;0;1188
00065;2;1195
00065;0;1214
00065;0;1232
00065;0;1234
00065;2;1237
00066;0;1
00066;0;10
00066;0;11
00066;0;13
00066;0;17
00066;0;22
00066;0;63
00066;2;100
00066;0;148
00066;0;155
00066;0;160
00066;0;166
00066;0;187
00066;1;200
00066;0;267
00066;2;322
00066;1;340
00066;2;348
00066;1;350
00066;2;370
00066;0;385
00066;0;427
00066;2;429
00066;2;434
00066;0;446
00066;2;463
00066;0;498
00066;1;558
00066;0;590
00066;0;605
00066;0;607
00066;0;630
00066;1;698
00066;0;722
00066;0;724
00066;0;731
00066;0;736
00066;0;763
00066;0;767
00066;0;771
00066;0;788
00066;1;821
00066;0;837
00066;0;882
00066;0;907
00066;0;912
00066;0;913
00066;0;944
00066;0;969
00066;0;976
00066;0;980
00066;0;990
00066;0;1004
00066;0;1098
00066;0;1104
00066;0;1109
00066;0;1134
00066;2;1155
00066;2;1192
00066;1;1194
00066;0;1195
00066;0;1214
00066;0;1226
00067;0;43
00067;0;61
00067;2;148
00067;0;354
00067;1;370
00067;2;472
00067;0;473
00067;0;519
00067;1;724
00067;0;764
00067;1;842
00067;2;910
00067;2;914
00067;0;1234
00068;0;11
00068;0;64
00068;1;90
00068;0;135
00068;2;195
00068;2;206
00068;0;297
00068;0;327
00068;0;331
00068;1;341
00068;2;349
00068;0;358
00068;0;359
00068;0;370
00068;0;437
00068;2;438
00068;2;543
00068;0;546
00068;0;550
00068;0;607
00068;0;632
00068;0;734
00068;0;819
00068;0;826
00068;0;838
00068;0;882
00068;0;889
00068;1;904
00068;0;913
00068;0;944
00068;2;964
00068;0;969
00068;0;1000
00068;2;1003
00068;0;1040
00068;0;1046
00068;1;1048
00068;0;1093
00068;2;1099
00068;0;1134
00068;0;1149
00068;0;1150
00068;1;1164
00068;0;1172
00068;0;1234
00069;2;193
00069;0;326
00069;1;327
00069;2;359
00069;2;363
00069;1;370
00069;2;438
00069;0;550
00069;2;703
00069;0;724
00069;0;837
00069;2;907
00069;1;944
00069;1;1000
00069;1;1234
00070;0;17
00070;1;327
00070;2;340
00070;1;370
00070;2;438
00070;2;698
00070;0;722
00070;2;804
00070;0;837
00070;1;944
00070;0;952
00070;1;1000
00070;2;1009
00070;2;1032
00070;2;1104
00070;0;1232
00070;1;1234
00071;0;11
00071;0;56
00071;2;148
00071;0;327
00071;0;370
00071;0;547
00072;1;58
00072;0;250
00072;2;323
00072;0;333
00072;2;682
00072;2;683
00072;2;732
00072;0;733
00072;0;837
00072;0;941
00072;0;1000
00072;0;1019
00072;0;1125
00073;2;50
00073;2;224
00073;2;227
00073;2;359
00073;1;370
00073;2;438
00073;2;629
00073;2;630
00073;0;724
00073;1;806
00073;2;843
00073;2;844
00073;0;990
00073;0;1000
00073;0;1093
00073;0;1228
00073;0;1229
00073;0;1234
00074;2;148
00074;0;370
00074;1;724
00074;2;910
00074;2;914
00074;0;1000
00074;0;1093
00075;0;100
00075;0;241
00075;1;273
00075;2;316
00075;1;348
00075;1;354
00075;1;359
00075;1;370
00075;2;446
00075;1;519
00075;1;587
00075;0;597
00075;1;751
00075;0;757
00075;0;837
00075;1;944
00075;0;1043
00075;0;1047
00075;1;1110
00075;0;1234
00075;0;1235
00076;0;329
00076;0;330
00076;1;359
00076;1;370
00076;2;437
00076;1;438
00076;2;606
00076;0;731
00076;0;882
00076;0;889
00076;1;1007
00076;0;1023
00076;0;1039
00076;1;1048
00076;0;1080
00076;0;1134
00076;2;1188
00077;1;25
00077;2;27
00077;0;31
00077;0;50
00077;2;90
00077;0;128
00077;1;135
00077;0;148
00077;0;168
00077;2;195
00077;0;197
00077;2;224
00077;0;226
00077;2;227
00077;0;267
00077;0;297
00077;0;298
00077;0;321
00077;2;323
00077;0;326
00077;2;327
00077;1;329
00077;0;330
00077;0;333
00077;2;359
00077;1;370
00077;0;428
00077;2;437
00077;2;438
00077;1;542
00077;2;546
00077;0;550
00077;0;551
00077;0;558
00077;0;586
00077;1;592
00077;2;629
00077;2;630
00077;0;663
00077;0;722
00077;0;724
00077;0;729
00077;0;731
00077;2;734
00077;0;735
00077;2;754
00077;0;806
00077;0;826
00077;0;837
00077;0;839
00077;2;843
00077;2;844
00077;0;845
00077;0;879
00077;0;882
00077;0;889
00077;0;912
00077;0;937
00077;1;939
00077;0;941
00077;0;944
00077;1;963
00077;0;990
00077;2;1006
00077;2;1012
00077;0;1023
00077;2;1034
00077;2;1035
00077;0;1040
00077;0;1080
00077;0;1092
00077;0;1093
00077;0;1134
00077;2;1138
00077;1;1149
00077;1;1150
00077;2;1152
00077;2;1153
00077;0;1188
00077;2;1220
00077;0;1232
00077;1;1234
00078;1;61
00078;0;65
00078;0;82
00078;0;90
00078;0;93
00078;0;135
00078;0;146
00078;1;152
00078;2;159
00078;0;161
00078;1;179
00078;0;184
00078;0;188
00078;0;238
00078;1;253
00078;2;255
00078;0;265
00078;0;282
00078;0;315
00078;2;320
00078;0;321
00078;0;326
00078;0;330
00078;0;333
00078;0;359
00078;1;370
00078;2;373
00078;1;427
00078;0;438
00078;0;451
00078;2;452
00078;2;459
00078;0;460
00078;0;479
00078;1;556
00078;0;648
00078;0;663
00078;2;680
00078;1;686
00078;0;696
00078;0;718
00078;0;722
00078;0;724
00078;0;731
00078;0;734
00078;0;753
00078;0;800
00078;2;802
00078;0;838
00078;0;884
00078;0;889
00078;0;912
00078;0;944
00078;0;945
00078;1;1010
00078;0;1015
00078;0;1019
00078;2;1021
00078;0;1042
00078;0;1065
00078;0;1069
00078;0;1071
00078;0;1078
00078;1;1081
00078;0;1086
00078;0;1089
00078;0;1090
00078;1;1091
00078;0;1093
00078;2;1111
00078;0;1112
00078;0;1118
00078;1;1179
00078;1;1180
00078;2;1181
00078;1;1227
